hijo_fecha_nacimiento,hijo_genero,madre_nacionalidad,padre_nacionalidad,madre_tipo_documento,padre_tipo_documento
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-20,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-20,Femenino,,,DNI,DNI
2019-02-20,Masculino,Argentina,Argentina,DNI,DNI
2019-02-20,Masculino,Desconocida,,DNI,DNI
2019-02-20,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-20,Masculino,,,DNI,DNI
2019-02-20,Masculino,Desconocida,,DNI,DNI
2019-02-20,Femenino,Argentina,,DNI,DNI
2019-02-20,Masculino,Argentina,,DNI,DNI
2019-02-20,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-20,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-20,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Masculino,,,DNI,DNI
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Masculino,,,DNI,
2019-02-20,Femenino,,,DNI,DNI
2019-02-20,Femenino,Argentina,Argentina,DNI,DNI
2019-02-20,Masculino,,Argentina,DNI,DNI
2019-02-20,Femenino,Argentina,,,DNI
2019-02-20,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-20,Femenino,Argentina,,DNI,DNI
2019-02-20,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-20,Masculino,Argentina,Argentina,DNI,DNI
2019-02-20,Masculino,,,DNI,DNI
2019-02-20,Femenino,,,DNI,DNI
2019-02-20,Femenino,,,DNI,DNI
2019-02-20,Masculino,Argentina,Argentina,DNI,DNI
2019-02-20,Femenino,,Argentina,DNI,DNI
2019-02-20,Masculino,,,DNI,DNI
2019-02-20,Masculino,Venezuela,Argentina,DNI,DNI
2019-02-20,Masculino,Uruguay,Argentina,,DNI
2019-02-20,Masculino,Argentina,,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,,Desconocida,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Paraguay,Paraguay,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Masculino,Argentina,,DNI,DNI
2019-02-21,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,Paraguay,Paraguay,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,China,DNI,PAS
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Femenino,Argentina,Desconocida,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,Bolivia,,DNI,
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Bolivia,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Femenino,Argentina,Desconocida,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Perú,,DNI PERU,
2019-02-21,Masculino,,,DNI PERU,DNI PERU
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Colombia,Colombia,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Paraguay,,DNI,DNI
2019-02-21,Femenino,Venezuela,Venezuela,PAS,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,,DNI,
2019-02-21,Femenino,Argentina,,DNI,
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Paraguay,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Femenino,,,DNI,
2019-02-21,Masculino,España,Argentina,PAS,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Desconocida,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,Argentina,,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,
2019-02-21,Masculino,,Argentina,C.PAR,DNI
2019-02-21,Masculino,,Desconocida,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Masculino,Paraguay,Desconocida,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Paraguay,DNI,DNI
2019-02-21,Masculino,,Desconocida,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,
2019-02-21,Femenino,,,DNI,
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Argentina,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,Venezuela,Venezuela,PAS,C.I
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,Venezuela,DNI,
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Femenino,,China,DNI,PAS
2019-02-21,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,Bolivia,,DNI,
2019-02-21,Masculino,Bolivia,,DNI,
2019-02-21,Masculino,Argentina,Perú,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,,Desconocida,DNI,DNI
2019-02-21,Femenino,Argentina,Venezuela,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Femenino,Venezuela,Venezuela,PAS,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Paraguay,Paraguay,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,
2019-02-21,Femenino,Argentina,,DNI,
2019-02-21,Femenino,Argentina,-,DNI,DNI
2019-02-21,Masculino,Argentina,Paraguay,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-21,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,Desconocida,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,,,DNI,
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,,,C.BOL,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Argentina,,DNI,DNI
2019-02-21,Masculino,Argentina,Desconocida,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Femenino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,Argentina,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,,,DNI,
2019-02-21,Masculino,,Argentina,DNI,DNI
2019-02-21,Masculino,Bolivia,,C.BOL,
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Femenino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-21,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-21,Masculino,Bolivia,Bolivia,DNI,DNI
2019-02-21,Femenino,,Argentina,DNI,DNI
2019-02-21,Masculino,,,DNI,DNI
2019-02-21,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Bolivia,,DNI,
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Paraguay,DNI,DNI
2019-02-22,Femenino,Paraguay,Argentina,C.PAR,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,Desconocida,,DNI,DNI
2019-02-22,Masculino,Bolivia,Bolivia,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,Argentina,Desconocida,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Paraguay,Paraguay,DNI,DNI
2019-02-22,Femenino,,Argentina,DNI,DNI
2019-02-22,Femenino,,Argentina,DNI,DNI
2019-02-22,Masculino,,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Perú,,DNI,DNI
2019-02-22,Femenino,Argentina,Bolivia,,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Masculino,China,China,PAS,PAS
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Paraguay,Paraguay,DNI,DNI
2019-02-22,Femenino,Desconocida,,DNI,
2019-02-22,Femenino,Argentina,,DNI,
2019-02-22,Femenino,Bolivia,,DNI,
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Desconocida,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Paraguay,,DNI,DNI
2019-02-22,Masculino,Perú,,DNI,
2019-02-22,Femenino,Paraguay,Desconocida,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,Paraguay,Paraguay,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,China,,DNI,
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-22,Masculino,Argentina,España,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Bolivia,Bolivia,DNI,DNI
2019-02-22,Femenino,Argentina,,DNI,
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,,
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,,DNI,DNI
2019-02-22,Masculino,Paraguay,Paraguay,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Perú,,,
2019-02-22,Masculino,Argentina,,DNI,
2019-02-22,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,Argentina,,DNI,
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Perú,Perú,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Femenino,Desconocida,,DNI,
2019-02-22,Masculino,Desconocida,Argentina,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Masculino,Paraguay,Paraguay,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Paraguay,,DNI,DNI
2019-02-22,Femenino,Argentina,Perú,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,DNI,
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Desconocida,Argentina,DNI,
2019-02-22,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-22,Masculino,Argentina,,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Bolivia,Desconocida,DNI,DNI
2019-02-22,Masculino,Argentina,,DNI,
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Paraguay,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Desconocida,Paraguay,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Bolivia,Bolivia,DNI,C.BOL
2019-02-22,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,,DNI,
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Masculino,Corea del Sur,Argentina,DNI,DNI
2019-02-22,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Bolivia,Bolivia,DNI,DNI
2019-02-22,Femenino,Paraguay,Paraguay,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,Venezuela,Venezuela,DNI,DNI
2019-02-22,Masculino,Bolivia,,C.BOL,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Masculino,,Argentina,DNI,DNI
2019-02-22,Femenino,Paraguay,,DNI,DNI
2019-02-22,Femenino,Desconocida,,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Femenino,,,DNI,
2019-02-22,Femenino,Desconocida,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Argentina,Argentina,DNI,DNI
2019-02-22,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Masculino,,,DNI,DNI
2019-02-22,Femenino,,,DNI,DNI
2019-02-22,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-23,Femenino,Bolivia,Bolivia,DNI,C.BOL
2019-02-23,Femenino,Bolivia,,DNI,
2019-02-23,Masculino,Venezuela,Venezuela,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,,,DNI,DNI
2019-02-23,Femenino,,Suecia,DNI,DNI
2019-02-23,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-23,Femenino,Desconocida,Desconocida,DNI,DNI
2019-02-23,Femenino,,,DNI,
2019-02-23,Masculino,,,DNI,DNI
2019-02-23,Masculino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,,,DNI,DNI
2019-02-23,Masculino,Argentina,,DNI,DNI
2019-02-23,Femenino,,,DNI,
2019-02-23,Femenino,,,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,Bolivia,Perú,DNI,DNI
2019-02-23,Femenino,,Desconocida,DNI,DNI
2019-02-23,Masculino,Bolivia,Argentina,C.BOL,DNI
2019-02-23,Masculino,Desconocida,Desconocida,DNI,DNI
2019-02-23,Masculino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,Argentina,,DNI,DNI
2019-02-23,Masculino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,,,,
2019-02-23,Masculino,Argentina,,DNI,
2019-02-23,Masculino,,,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,Argentina,Argentina,DNI,DNI
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
2019-02-23,Masculino,,Desconocida,DNI,DNI
2019-02-23,Masculino,Argentina,Desconocida,DNI,DNI
2019-02-23,Femenino,,,DNI,DNI
2019-02-23,Femenino,,Argentina,DNI,DNI
2019-02-23,Masculino,,,DNI,DNI
2019-02-23,Masculino,,,DNI,DNI
2019-02-23,Masculino,Argentina,,PAS,PAS
2019-02-23,Femenino,Paraguay,,C.PAR,
2019-02-23,Femenino,Argentina,Argentina,DNI,DNI
